,Source IP,Source Port,Destination IP,Destination Port,Protocol,Traffic Label,App Label
902,192.168.68.71,51215,13.248.197.71,8181,17,Gaming,
903,192.168.68.71,64865,43.229.65.1,8181,17,Gaming,
905,192.168.68.71,64252,76.223.1.250,8181,17,Chat,
906,192.168.68.71,64837,151.106.248.1,8181,17,Gaming,
907,192.168.68.71,64878,75.2.69.178,8181,17,Chat,
908,188.42.147.101,443,192.168.68.71,50523,6,Chat,
909,192.168.68.71,61030,1.1.1.1,53,17,Chat,
910,192.168.68.71,61738,1.1.1.1,53,17,Streaming,
911,192.168.68.71,57672,66.22.221.9,50008,17,VoIP,
912,192.168.68.71,49834,104.16.55.40,443,6,File Transfer,
913,192.168.68.71,51131,75.2.66.166,8181,17,Gaming,
914,192.168.68.71,51159,75.2.66.166,8181,17,Gaming,
915,192.168.68.71,50206,104.18.18.119,443,6,Streaming,
916,192.168.68.71,53547,76.223.71.142,8181,17,Gaming,
917,192.168.68.71,64186,151.106.248.1,8181,17,Gaming,
918,192.168.68.71,59755,66.22.221.9,50008,17,VoIP,
919,192.168.68.71,52934,151.106.248.1,8181,17,Gaming,
920,192.168.68.71,64872,13.248.193.101,8181,17,File Transfer,
921,192.168.68.71,53535,13.248.197.71,8181,17,Gaming,
922,188.42.147.101,443,192.168.68.71,50558,6,Chat,
923,192.168.68.71,64168,75.2.49.107,8181,17,Gaming,
924,192.168.68.72,63385,239.255.255.250,1900,17,Streaming,
925,192.168.68.71,63164,151.106.248.1,8181,17,Gaming,
926,192.168.68.71,51229,99.83.187.195,8181,17,Gaming,
927,192.168.68.71,50555,104.74.50.201,443,6,File Transfer,
928,192.168.68.71,53513,99.83.187.195,8181,17,Gaming,
929,192.168.68.71,52924,151.106.248.1,8181,17,File Transfer,
930,192.168.68.71,64224,13.248.205.128,8181,17,Gaming,
931,192.168.68.71,50051,76.223.72.224,8181,17,Gaming,
932,192.168.68.71,64278,151.106.248.1,8181,17,Gaming,
933,192.168.68.71,51224,13.248.205.128,8181,17,Gaming,
934,192.168.68.71,64860,43.229.65.1,8181,17,Gaming,
935,192.168.68.71,49989,151.106.248.1,8181,17,Gaming,
936,192.168.68.71,64189,76.223.72.224,8181,17,Gaming,
937,192.168.68.71,52907,99.83.136.104,8181,17,Gaming,
938,192.168.68.71,64325,43.229.65.1,8181,17,Gaming,
939,192.168.68.71,64304,99.83.136.104,8181,17,Gaming,
940,192.168.68.71,52938,76.223.71.142,8181,17,Gaming,
941,192.168.68.71,50132,76.223.72.224,8181,17,Gaming,
942,192.168.68.71,53495,43.229.65.1,8181,17,Gaming,
943,192.168.68.71,50137,43.229.65.1,8181,17,Gaming,
944,192.168.68.1,35680,224.0.0.251,5353,17,Gaming,
945,188.42.147.101,443,192.168.68.71,50393,6,Chat,
946,192.168.68.71,64839,151.106.248.1,8181,17,Chat,
947,192.168.68.71,64894,151.106.248.1,8181,17,Gaming,
948,23.50.87.250,443,192.168.68.71,50124,6,VoIP,
949,192.168.68.71,51266,75.2.66.166,8181,17,Gaming,
950,192.168.68.71,50062,151.106.248.1,8181,17,Chat,
951,192.168.68.71,64181,13.248.193.101,8181,17,Chat,
952,188.42.147.101,443,192.168.68.71,50449,6,Chat,
953,192.168.68.71,64896,43.229.65.1,8181,17,Gaming,
954,192.168.68.71,52911,13.248.193.101,8181,17,Chat,
955,192.168.68.71,51273,13.248.220.97,8181,17,Gaming,
956,192.168.68.71,51286,43.229.65.1,8181,17,Gaming,
957,192.168.68.71,53022,13.248.205.128,8181,17,Gaming,
958,192.168.68.71,53046,75.2.66.166,8181,17,Gaming,
959,192.168.68.71,53480,13.248.205.128,8181,17,Gaming,
960,192.168.68.71,64262,13.248.193.101,8181,17,File Transfer,
961,192.168.68.71,62777,1.1.1.1,53,17,File Transfer,
962,192.168.68.71,63166,13.248.220.97,8181,17,Gaming,
963,192.168.68.71,53031,76.223.71.164,8181,17,Gaming,
964,192.168.68.71,64326,43.229.65.1,8181,17,Gaming,
965,8.241.138.124,80,192.168.68.71,50538,6,File Transfer,
966,192.168.68.71,64313,13.248.220.97,8181,17,Gaming,
967,192.168.68.71,64901,99.83.187.195,8181,17,Gaming,
968,192.168.68.71,59754,1.1.1.1,53,17,File Transfer,
969,192.168.68.72,63384,239.255.255.250,1900,17,Gaming,
970,192.168.68.72,64548,239.255.255.250,1900,17,Streaming,
971,192.168.68.71,52990,13.248.220.97,8181,17,Gaming,
972,54.192.150.29,443,192.168.68.71,50226,6,File Transfer,
973,192.168.68.71,50552,23.47.246.140,443,6,File Transfer,
974,192.168.68.71,64196,151.106.248.1,8181,17,Chat,
975,192.168.68.71,50106,75.2.49.107,8181,17,Gaming,
976,192.168.68.71,53514,13.248.220.97,8181,17,Gaming,
977,192.168.68.71,64850,76.223.71.142,8181,17,Gaming,
978,192.168.68.71,53004,151.106.248.1,8181,17,Gaming,
979,192.168.68.71,52898,151.106.248.1,8181,17,Gaming,
980,192.168.68.71,53588,43.229.65.1,8181,17,Gaming,
981,192.168.68.71,51275,76.223.71.164,8181,17,Gaming,
982,192.168.68.71,49993,13.248.220.97,8181,17,Gaming,
983,192.168.68.71,49984,99.83.136.104,8181,17,Gaming,
984,192.168.68.71,53467,151.106.248.1,8181,17,Gaming,
985,192.168.68.71,53488,13.248.193.101,8181,17,Chat,
986,8.241.138.126,80,192.168.68.71,50492,6,Email,
987,192.168.68.71,64891,99.83.157.116,8181,17,File Transfer,
988,192.168.68.71,64239,76.223.72.224,8181,17,Gaming,
989,192.168.68.71,53006,43.229.65.1,8181,17,Gaming,
990,192.168.68.71,50039,76.223.1.250,8181,17,Chat,
991,192.168.68.71,53571,76.223.71.164,8181,17,Gaming,
992,192.168.68.71,64318,13.248.220.97,8181,17,Gaming,
993,192.168.68.71,51151,75.2.49.107,8181,17,Gaming,
994,192.168.68.71,53014,76.223.1.250,8181,17,Gaming,
995,188.42.147.101,443,192.168.68.71,50427,6,Chat,
996,192.168.68.71,50007,75.2.69.178,8181,17,Chat,
997,192.168.68.71,53026,151.106.248.1,8181,17,Gaming,
998,192.168.68.71,50121,151.106.248.1,8181,17,Gaming,
999,192.168.68.71,52912,75.2.69.178,8181,17,Chat,
1000,188.42.147.101,443,192.168.68.71,50612,6,Chat,
1001,192.168.68.71,50077,75.2.66.166,8181,17,Gaming,
1002,192.168.68.53,5353,224.0.0.251,5353,17,Streaming,
1003,192.168.68.71,50081,99.83.157.116,8181,17,Chat,
1004,192.168.68.71,51139,76.223.71.164,8181,17,Gaming,
1005,192.168.68.71,53448,99.83.136.104,8181,17,Gaming,
1006,192.168.68.71,51281,43.229.65.1,8181,17,Gaming,
1007,192.168.68.71,53517,76.223.1.250,8181,17,Chat,
1008,192.168.68.71,64940,13.248.220.97,8181,17,Gaming,
1009,209.197.3.8,80,192.168.68.71,50392,6,Chat,
1010,192.168.68.71,53516,13.248.197.71,8181,17,Gaming,
1011,188.42.147.101,443,192.168.68.71,50514,6,Chat,
1012,192.168.68.71,64910,151.106.248.1,8181,17,Gaming,
1013,52.254.114.71,443,192.168.68.71,50473,6,Chat,
1014,192.168.68.71,51177,13.248.205.128,8181,17,Gaming,
1015,192.168.68.71,53041,43.229.65.1,8181,17,Gaming,
1016,188.42.147.101,443,192.168.68.71,50470,6,Chat,
1017,192.168.68.71,51251,151.106.248.1,8181,17,Gaming,
1018,192.168.68.71,50058,75.2.49.107,8181,17,Gaming,
1019,192.168.68.71,51130,76.223.71.142,8181,17,Gaming,
1020,192.168.68.71,51170,76.223.1.250,8181,17,File Transfer,
1021,192.168.68.71,51271,76.223.71.142,8181,17,Gaming,
1022,192.168.68.71,53542,43.229.65.1,8181,17,Gaming,
1023,192.168.68.71,50054,43.229.65.1,8181,17,Gaming,
1024,192.168.68.72,64549,239.255.255.250,1900,17,Streaming,
1025,192.168.68.71,53432,151.106.248.1,8181,17,Gaming,
1026,192.168.68.71,53468,75.2.66.166,8181,17,Gaming,
1027,192.168.68.71,64848,99.83.187.195,8181,17,Gaming,
1028,192.168.68.71,50615,104.18.19.119,443,6,Chat,
1029,8.241.138.126,80,192.168.68.71,50487,6,Streaming,
1030,192.168.68.71,50071,13.248.205.128,8181,17,Gaming,
1031,188.42.147.101,443,192.168.68.71,50406,6,Chat,
1032,192.168.68.71,64218,99.83.157.116,8181,17,Chat,
1033,192.168.68.71,52918,99.83.187.195,8181,17,Gaming,
1034,192.168.68.71,53510,43.229.65.1,8181,17,Gaming,
1035,192.168.68.71,64866,43.229.65.1,8181,17,Gaming,
1036,192.168.68.71,51232,76.223.1.250,8181,17,Gaming,
1037,192.168.68.71,53430,99.83.187.195,8181,17,Gaming,
1038,192.168.68.71,53481,76.223.71.142,8181,17,Gaming,
1039,192.168.68.71,50238,162.247.241.2,443,6,Streaming,
1041,192.168.68.71,51192,76.223.72.224,8181,17,Gaming,
1042,192.168.68.71,51262,99.83.136.104,8181,17,Gaming,
1043,192.168.68.71,51270,43.229.65.1,8181,17,Gaming,
1044,192.168.68.71,64911,99.83.187.195,8181,17,Gaming,
1045,192.168.68.71,50038,13.248.205.128,8181,17,Gaming,
1046,192.168.68.71,52981,76.223.1.250,8181,17,Chat,
1048,192.168.68.71,64162,99.83.187.195,8181,17,Gaming,
1049,192.168.68.71,53020,151.106.248.1,8181,17,Gaming,
1050,192.168.68.71,51214,99.83.157.116,8181,17,Chat,
1051,188.42.147.101,443,192.168.68.71,50613,6,Chat,
1052,192.168.68.1,44981,224.0.0.251,5353,17,Gaming,
1053,192.168.68.1,41896,224.0.0.251,5353,17,Gaming,
1054,192.168.68.71,64883,13.248.205.128,8181,17,Gaming,
1055,188.42.147.101,443,192.168.68.71,50417,6,Chat,
1056,192.168.68.71,63157,75.2.49.107,8181,17,Gaming,
1057,192.168.68.71,64271,43.229.65.1,8181,17,Gaming,
1058,8.241.138.126,80,192.168.68.71,50509,6,Streaming,
1059,192.168.68.71,51166,99.83.157.116,8181,17,Chat,
1060,188.42.147.101,443,192.168.68.71,50515,6,Chat,
1061,192.168.68.71,50113,99.83.187.195,8181,17,Gaming,
1062,192.168.68.71,64230,99.83.157.116,8181,17,Chat,
1063,192.168.68.71,52628,1.1.1.1,53,17,Chat,
1064,192.168.68.71,51184,76.223.1.250,8181,17,Chat,
1065,192.168.68.71,51248,13.248.220.97,8181,17,Gaming,
1066,188.42.147.101,443,192.168.68.71,50539,6,Chat,
1067,8.241.138.126,80,192.168.68.71,50505,6,Streaming,
1068,192.168.68.71,53455,75.2.69.178,8181,17,Chat,
1069,8.241.138.126,80,192.168.68.71,50483,6,Streaming,
1070,192.168.68.71,50024,13.248.193.101,8181,17,Chat,
1071,192.168.68.71,64912,76.223.71.142,8181,17,Gaming,
1072,192.168.68.71,53040,76.223.71.164,8181,17,Gaming,
1073,192.168.68.71,64215,151.106.248.1,8181,17,Chat,
1074,192.168.68.71,51140,43.229.65.1,8181,17,Gaming,
1075,192.168.68.71,50012,76.223.71.142,8181,17,Gaming,
1076,188.42.147.101,443,192.168.68.71,50602,6,Chat,
1077,192.168.68.71,50068,43.229.65.1,8181,17,Gaming,
1078,192.168.68.71,51155,99.83.157.116,8181,17,Chat,
1079,192.168.68.71,51259,76.223.71.142,8181,17,Gaming,
1080,192.168.68.71,53548,99.83.136.104,8181,17,Gaming,
1081,192.168.68.71,64873,75.2.66.166,8181,17,Gaming,
1082,192.168.68.71,60602,1.1.1.1,53,17,Chat,
1083,192.168.68.71,51263,151.106.248.1,8181,17,Gaming,
1084,192.168.68.71,51145,13.248.193.101,8181,17,Gaming,
1085,192.168.68.71,50004,151.106.248.1,8181,17,Chat,
1086,192.168.68.71,64314,76.223.72.224,8181,17,Gaming,
1087,192.168.68.71,50210,1.1.1.1,53,17,File Transfer,
1088,192.168.68.71,52996,99.83.136.104,8181,17,Gaming,
1089,192.168.68.71,53016,75.2.69.178,8181,17,Gaming,
1090,192.168.68.71,49994,76.223.71.142,8181,17,Gaming,
1091,192.168.68.71,50003,13.248.193.101,8181,17,Chat,
1092,192.168.68.71,49983,43.229.65.1,8181,17,Gaming,
1093,192.168.68.71,50114,76.223.71.142,8181,17,Gaming,
1094,188.42.147.101,443,192.168.68.71,50528,6,Chat,
1095,8.241.138.126,80,192.168.68.71,50499,6,Streaming,
1096,192.168.68.71,51168,75.2.69.178,8181,17,Gaming,
1097,192.168.68.71,53582,13.248.220.97,8181,17,Gaming,
1098,192.168.68.71,51204,151.106.248.1,8181,17,Gaming,
1099,192.168.68.71,61031,66.22.221.9,50008,17,VoIP,
1100,192.168.68.71,52973,75.2.49.107,8181,17,Gaming,
1101,192.168.68.71,64255,76.223.71.164,8181,17,Gaming,
1102,192.168.68.71,53009,75.2.49.107,8181,17,Gaming,
1103,192.168.68.71,64212,76.223.72.224,8181,17,Gaming,
1104,192.168.68.71,55156,8.8.8.8,53,17,File Transfer,
1105,192.168.68.71,64946,43.229.65.1,8181,17,Gaming,
1106,192.168.68.71,64903,151.106.248.1,8181,17,Gaming,
1107,188.42.147.101,443,192.168.68.71,50626,6,Chat,
1108,192.168.68.71,64244,13.248.205.128,8181,17,Gaming,
1109,192.168.68.1,37949,224.0.0.251,5353,17,Gaming,
1110,192.168.68.71,63431,224.0.0.252,5355,17,Email,
1111,192.168.68.71,64899,75.2.49.107,8181,17,Gaming,
1112,192.168.68.71,53664,1.1.1.1,53,17,Chat,
1113,192.168.68.71,50887,1.1.1.1,53,17,File Transfer,
1114,192.168.68.71,50625,20.205.115.102,443,6,Streaming,
1115,8.241.138.126,80,192.168.68.71,50502,6,Email,
1116,192.168.68.71,50030,151.106.248.1,8181,17,Gaming,
1117,8.241.138.126,80,192.168.68.71,50480,6,Email,
1118,192.168.68.71,53453,76.223.72.224,8181,17,Gaming,
1119,192.168.68.71,53512,99.83.157.116,8181,17,Chat,
1120,104.74.32.228,80,192.168.68.71,50569,6,Chat,
1121,192.168.68.71,53534,13.248.193.101,8181,17,Chat,
1122,192.168.68.1,53315,224.0.0.251,5353,17,Gaming,
1123,192.168.68.71,51279,75.2.66.166,8181,17,Gaming,
1124,188.42.147.101,443,192.168.68.71,50581,6,Chat,
1125,192.168.68.71,50119,99.83.136.104,8181,17,Gaming,
1126,192.168.68.1,57473,224.0.0.251,5353,17,Gaming,
1127,188.42.147.101,443,192.168.68.71,50408,6,Chat,
1128,192.168.68.71,53515,76.223.72.224,8181,17,Gaming,
1129,192.168.68.71,64298,151.106.248.1,8181,17,Gaming,
1130,192.168.68.71,53505,76.223.71.164,8181,17,Gaming,
1131,8.241.138.126,80,192.168.68.71,50501,6,Streaming,
1132,192.168.68.71,53549,99.83.187.195,8181,17,Gaming,
1133,192.168.68.71,52921,151.106.248.1,8181,17,Gaming,
1134,192.168.68.71,51255,99.83.187.195,8181,17,Gaming,
1135,192.168.68.71,50093,13.248.193.101,8181,17,Chat,
1136,192.168.68.71,51258,43.229.65.1,8181,17,Gaming,
1137,192.168.68.71,52974,13.248.205.128,8181,17,Gaming,
1138,192.168.68.71,53048,13.248.220.97,8181,17,Gaming,
1139,192.168.68.71,51135,151.106.248.1,8181,17,Gaming,
1140,192.168.68.1,46991,224.0.0.251,5353,17,Chat,
1141,192.168.68.71,50549,117.18.232.200,443,6,Gaming,
1142,192.168.68.71,64870,99.83.136.104,8181,17,Gaming,
1143,192.168.68.71,51150,43.229.65.1,8181,17,Gaming,
1144,192.168.68.71,53034,13.248.220.97,8181,17,Gaming,
1145,192.168.68.71,51194,76.223.1.250,8181,17,Chat,
1146,188.42.147.101,443,192.168.68.71,50604,6,Chat,
1147,188.42.147.101,443,192.168.68.71,50570,6,Chat,
1148,192.168.68.71,52989,43.229.65.1,8181,17,Gaming,
1149,192.168.68.1,58438,224.0.0.251,5353,17,Chat,
1150,192.168.68.71,53569,76.223.72.224,8181,17,Gaming,
1151,192.168.68.71,64306,151.106.248.1,8181,17,Gaming,
1152,192.168.68.71,63361,162.159.136.232,443,17,File Transfer,
1153,192.168.68.71,50146,66.22.221.9,50008,17,VoIP,
1154,188.42.147.101,443,192.168.68.71,50419,6,Chat,
1155,192.168.68.71,52895,99.83.187.195,8181,17,Gaming,
1156,192.168.68.71,50466,20.24.125.47,443,6,VoIP,
1157,192.168.68.71,51265,76.223.71.164,8181,17,Gaming,
1158,192.168.68.71,51253,13.248.197.71,8181,17,Gaming,
1159,192.168.68.71,64932,99.83.136.104,8181,17,Gaming,
1160,192.168.68.71,50134,13.248.220.97,8181,17,Gaming,
1161,136.202.91.240,0,0.60.0.1,0,0,File Transfer,
1162,192.168.68.71,53476,151.106.248.1,8181,17,Gaming,
1163,192.168.68.71,52885,162.159.128.233,443,17,VoIP,
1164,192.168.68.71,51228,151.106.248.1,8181,17,Gaming,
1165,192.168.68.71,61820,1.1.1.1,53,17,Chat,
1166,192.168.68.71,50097,75.2.66.166,8181,17,Gaming,
1167,192.168.68.71,51221,76.223.71.142,8181,17,Gaming,
1168,192.168.68.71,52975,76.223.72.224,8181,17,Gaming,
1169,192.168.68.71,52965,43.229.65.1,8181,17,Gaming,
1170,192.168.68.71,64957,43.229.65.1,8181,17,Gaming,
1171,192.168.68.71,51231,75.2.66.166,8181,17,Gaming,
1172,192.168.68.71,64814,151.106.248.1,8181,17,Gaming,
1173,192.168.68.71,51264,13.248.205.128,8181,17,Gaming,
1174,192.168.68.71,50042,151.106.248.1,8181,17,Chat,
1175,192.168.68.71,50108,43.229.65.1,8181,17,Gaming,
1176,192.168.71.249,52796,192.168.71.255,20002,17,VoIP,
1177,192.168.68.1,40620,224.0.0.251,5353,17,Gaming,
1178,192.168.68.71,50138,43.229.65.1,8181,17,Gaming,
1179,192.168.68.71,51174,99.83.157.116,8181,17,Chat,
1180,192.168.68.71,50112,13.248.205.128,8181,17,Gaming,
1181,192.168.68.71,50387,20.205.104.58,443,6,VoIP,
1182,192.168.68.71,50044,76.223.1.250,8181,17,Chat,
1183,192.168.68.71,50063,13.248.193.101,8181,17,Chat,
1184,192.168.68.71,51230,99.83.136.104,8181,17,Gaming,
1185,192.168.68.71,53538,43.229.65.1,8181,17,Gaming,
1186,192.168.68.71,50033,43.229.65.1,8181,17,Gaming,
1187,192.168.68.71,50107,151.106.248.1,8181,17,Gaming,
1188,192.168.68.71,52788,1.1.1.1,53,17,Chat,
1189,192.168.68.71,64213,75.2.66.166,8181,17,Gaming,
1190,192.168.68.71,64836,151.106.248.1,8181,17,Gaming,
1191,192.168.68.71,64817,76.223.1.250,8181,17,Chat,
1192,8.241.138.126,80,192.168.68.71,50508,6,Streaming,
1193,192.168.68.71,50425,152.195.38.76,80,6,VoIP,
1194,192.168.68.1,40780,224.0.0.251,5353,17,Gaming,
1195,192.168.68.71,50006,76.223.1.250,8181,17,Chat,
1196,192.168.68.71,50375,162.159.138.234,443,6,VoIP,
1197,192.168.68.1,35241,192.168.71.255,20002,17,Gaming,
1198,192.168.68.71,52929,75.2.66.166,8181,17,Gaming,
1199,8.241.138.124,80,192.168.68.71,50382,6,Chat,
1200,188.42.147.101,443,192.168.68.71,50376,6,Chat,
1201,172.65.217.212,5223,192.168.68.71,50097,6,Gaming,
1202,192.168.68.71,61511,1.1.1.1,53,17,Chat,
1203,188.42.147.101,443,192.168.68.71,50617,6,Chat,
1204,192.168.68.1,56028,224.0.0.251,5353,17,Gaming,
1205,192.168.68.71,53509,76.223.71.142,8181,17,Gaming,
1206,192.168.68.71,50547,117.18.232.200,443,6,Gaming,
1207,192.168.68.71,60853,1.1.1.1,53,17,Chat,
1208,192.168.68.71,50136,99.83.136.104,8181,17,Gaming,
1209,192.168.68.71,64861,13.248.193.101,8181,17,Chat,
1210,192.168.68.71,50123,76.223.71.164,8181,17,Gaming,
1211,192.168.68.71,51196,13.248.193.101,8181,17,Chat,
1212,192.168.68.71,52908,13.248.197.71,8181,17,Gaming,
1213,192.168.68.71,64166,13.248.220.97,8181,17,Gaming,
1214,192.168.68.71,64272,13.248.220.97,8181,17,Gaming,
1215,192.168.68.71,51210,43.229.65.1,8181,17,Gaming,
1216,192.168.68.71,53458,76.223.1.250,8181,17,File Transfer,
1217,192.168.68.71,64225,76.223.71.164,8181,17,Gaming,
1218,192.168.68.71,53540,13.248.205.128,8181,17,Gaming,
1219,192.168.68.71,64845,99.83.136.104,8181,17,Gaming,
1220,192.168.68.71,51147,43.229.65.1,8181,17,Gaming,
1221,192.168.68.71,53567,151.106.248.1,8181,17,Gaming,
1222,188.42.147.101,443,192.168.68.71,50606,6,Chat,
1223,188.42.147.101,443,192.168.68.71,50572,6,Chat,
1224,8.241.138.126,80,192.168.68.71,50511,6,Email,
1225,192.168.68.71,57859,1.1.1.1,53,17,Chat,
1226,8.241.138.126,80,192.168.68.71,50486,6,Streaming,
1227,192.168.68.71,53421,99.83.136.104,8181,17,Gaming,
1228,192.168.68.71,51132,13.248.205.128,8181,17,Gaming,
1229,192.168.68.71,50135,13.248.197.71,8181,17,Gaming,
1230,192.168.68.71,53490,13.248.220.97,8181,17,Gaming,
1231,192.168.68.71,5353,224.0.0.251,5353,17,Streaming,
1232,192.168.68.71,58492,66.22.221.9,50008,17,VoIP,
1233,192.168.68.71,49920,23.209.46.68,443,6,Chat,
1234,192.168.68.71,53501,13.248.193.101,8181,17,File Transfer,
1235,192.168.68.71,51278,76.223.72.224,8181,17,Gaming,
1236,192.168.68.71,64828,76.223.72.224,8181,17,Gaming,
1237,192.168.68.71,64321,75.2.66.166,8181,17,Gaming,
1238,192.168.68.71,50032,151.106.248.1,8181,17,Gaming,
1239,192.168.68.71,53451,76.223.71.164,8181,17,Gaming,
1240,192.168.71.250,42875,192.168.71.255,20002,17,Gaming,
1241,192.168.68.71,51178,75.2.49.107,8181,17,Gaming,
1242,192.168.68.71,51332,172.64.41.3,443,17,Streaming,
1243,192.168.68.71,50548,117.18.232.200,443,6,Gaming,
1244,192.168.68.71,53444,75.2.69.178,8181,17,File Transfer,
1245,192.168.68.71,50087,13.248.205.128,8181,17,Gaming,
1246,192.168.68.71,51181,99.83.136.104,8181,17,Gaming,
1247,192.168.68.71,64856,13.248.220.97,8181,17,Gaming,
1248,188.42.147.101,443,192.168.68.71,50561,6,Chat,
1249,192.168.68.71,50055,13.248.205.128,8181,17,Gaming,
1250,192.168.68.71,64207,99.83.187.195,8181,17,Gaming,
1251,192.168.68.71,50079,99.83.136.104,8181,17,Gaming,
1252,192.168.68.71,53413,1.1.1.1,53,17,Chat,
1253,192.168.68.72,57075,239.255.255.250,1900,17,Streaming,
1254,192.168.68.71,51277,13.248.197.71,8181,17,Gaming,
1255,192.168.68.71,52906,151.106.248.1,8181,17,Gaming,
1256,8.6.0.1,0,8.0.6.4,0,0,Gaming,
1257,192.168.68.71,64229,151.106.248.1,8181,17,Chat,
1258,192.168.68.71,50059,75.2.69.178,8181,17,Chat,
1259,192.168.68.71,50141,43.229.65.1,8181,17,Gaming,
1260,192.168.68.71,51227,13.248.220.97,8181,17,Gaming,
1261,192.168.68.71,51202,76.223.71.142,8181,17,Gaming,
1262,192.168.68.71,51207,99.83.136.104,8181,17,Gaming,
1263,192.168.68.71,49851,162.247.241.2,443,6,Gaming,
1264,8.241.138.126,80,192.168.68.71,50493,6,Email,
1265,188.42.147.101,443,192.168.68.71,50463,6,Chat,
1266,192.168.68.71,50078,13.248.197.71,8181,17,Gaming,
1267,192.168.68.72,62412,239.255.255.250,1900,17,Streaming,
1268,192.168.68.71,53475,76.223.71.164,8181,17,Gaming,
1269,8.241.138.126,80,192.168.68.71,50496,6,Email,
1270,0.8.0.0,0,245.129.128.0,0,0,Email,
1271,192.168.68.71,50118,75.2.66.166,8181,17,Gaming,
1272,192.168.68.71,60241,1.1.1.1,53,17,Chat,
1273,192.168.68.71,64915,76.223.71.164,8181,17,Gaming,
1274,192.168.68.72,62994,239.255.255.250,1900,17,Streaming,
1275,192.168.68.71,53015,76.223.71.164,8181,17,Gaming,
1276,192.168.68.71,64945,99.83.136.104,8181,17,Gaming,
1277,192.168.68.72,52073,239.255.255.250,1900,17,Streaming,
1278,192.168.68.71,52928,76.223.71.164,8181,17,Gaming,
1279,192.168.68.71,52922,75.2.69.178,8181,17,File Transfer,
1280,192.168.68.71,51235,76.223.71.164,8181,17,Gaming,
1281,192.168.68.71,52914,43.229.65.1,8181,17,Gaming,
1282,192.168.68.71,50075,13.248.220.97,8181,17,Gaming,
1283,192.168.68.71,64265,75.2.69.178,8181,17,Chat,
1284,192.168.68.71,52983,76.223.71.142,8181,17,Gaming,
1285,192.168.68.71,52998,13.248.193.101,8181,17,Chat,
1286,192.168.68.71,62286,8.8.8.8,53,17,Gaming,
1287,192.168.68.71,64260,151.106.248.1,8181,17,Chat,
1288,188.42.147.101,443,192.168.68.71,50430,6,Chat,
1289,192.168.68.71,63355,1.1.1.1,53,17,Chat,
1290,192.168.68.71,50357,104.18.19.119,443,6,Gaming,
1291,192.168.68.71,51241,151.106.248.1,8181,17,Chat,
1292,192.168.68.71,58475,1.1.1.1,53,17,File Transfer,
1293,192.168.68.71,51256,13.248.205.128,8181,17,Gaming,
1294,192.168.68.71,64268,99.83.136.104,8181,17,Gaming,
1295,192.168.68.71,64888,151.106.248.1,8181,17,Chat,
1296,192.168.68.71,64316,43.229.65.1,8181,17,Gaming,
1297,192.168.68.72,54643,239.255.255.250,1900,17,Streaming,
1298,192.168.68.71,49986,151.106.248.1,8181,17,Gaming,
1299,192.168.68.71,53052,43.229.65.1,8181,17,Gaming,
1300,188.42.147.101,443,192.168.68.71,50619,6,Chat,
1301,192.168.68.71,53585,43.229.65.1,8181,17,Gaming,
1302,192.168.68.71,50117,76.223.72.224,8181,17,Gaming,
1303,188.42.147.101,443,192.168.68.71,50585,6,Chat,
1304,192.168.68.71,53427,151.106.248.1,8181,17,Gaming,
1305,192.168.68.71,51133,99.83.187.195,8181,17,Gaming,
1306,192.168.68.71,64801,8.8.8.8,53,17,File Transfer,
1307,192.168.68.71,64808,43.229.65.1,8181,17,Gaming,
1308,192.168.68.71,64308,13.248.205.128,8181,17,Gaming,
1309,192.168.68.71,53431,43.229.65.1,8181,17,Gaming,
1310,192.168.68.71,64882,13.248.197.71,8181,17,Gaming,
1311,192.168.68.71,64289,43.229.65.1,8181,17,Gaming,
1312,192.168.68.71,53511,151.106.248.1,8181,17,Gaming,
1313,192.168.68.71,53030,99.83.187.195,8181,17,Gaming,
1314,192.168.68.71,64810,76.223.71.142,8181,17,Gaming,
1315,192.168.68.71,64216,13.248.193.101,8181,17,Chat,
1316,192.168.68.71,53464,76.223.71.142,8181,17,Gaming,
1317,192.168.68.71,53502,76.223.1.250,8181,17,Chat,
1318,192.168.68.71,52978,75.2.66.166,8181,17,Gaming,
1319,192.168.68.71,49849,35.186.224.47,443,6,Chat,
1320,192.168.68.71,52900,75.2.66.166,8181,17,Gaming,
1321,192.168.68.71,50005,99.83.157.116,8181,17,Chat,
1322,192.168.68.71,64269,75.2.66.166,8181,17,Gaming,
1323,192.168.68.71,52985,151.106.248.1,8181,17,Gaming,
1324,192.168.68.71,51149,151.106.248.1,8181,17,Gaming,
1325,192.168.68.71,53506,75.2.69.178,8181,17,Chat,
1326,192.168.68.71,64913,75.2.49.107,8181,17,Gaming,
1327,188.42.147.101,443,192.168.68.71,50608,6,Chat,
1328,192.168.68.71,64254,13.248.197.71,8181,17,Gaming,
1329,192.168.68.71,53532,76.223.71.164,8181,17,Gaming,
1330,192.168.68.71,64868,75.2.69.178,8181,17,Chat,
1331,192.168.68.71,64249,151.106.248.1,8181,17,Chat,
1332,192.168.68.71,50592,104.84.150.159,443,6,Streaming,
1333,192.168.68.71,50034,75.2.49.107,8181,17,Gaming,
1334,192.168.68.71,53445,76.223.71.142,8181,17,Gaming,
1335,192.168.68.71,49847,104.16.55.40,443,6,File Transfer,
