,Source IP,Source Port,Destination IP,Destination Port,Protocol,Traffic Label,App Label
453,8.6.0.1,0,8.0.6.4,0,0,Chat,
454,192.168.68.1,32911,239.255.255.250,1900,17,VoIP,
455,192.168.68.71,50206,104.18.18.119,443,6,Chat,
456,192.168.68.71,50535,188.42.147.101,443,6,Gaming,
457,192.168.68.65,5353,224.0.0.251,5353,17,VoIP,
458,192.168.68.71,50375,162.159.138.234,443,6,Chat,
459,192.168.68.71,50522,162.247.241.10,443,6,Gaming,
461,192.168.68.71,50539,188.42.147.101,443,6,Gaming,
462,136.202.91.240,0,0.60.0.1,0,0,File Transfer,
463,192.168.68.62,5353,224.0.0.251,5353,17,File Transfer,
464,192.168.68.71,50442,104.16.56.40,443,6,File Transfer,
465,136.202.65.120,0,0.194.32.16,0,0,File Transfer,
466,172.65.217.212,5223,192.168.68.71,50097,6,Gaming,
467,192.168.68.71,50540,188.42.147.101,443,6,Gaming,
468,192.168.68.57,0,224.0.0.2,0,0,Streaming,
469,192.168.68.1,0,239.255.255.250,0,0,Streaming,
470,192.168.68.71,0,224.0.0.22,0,0,Streaming,
471,192.168.68.78,0,224.0.0.22,0,0,Streaming,
472,192.168.68.71,50541,188.42.147.101,443,6,Gaming,
473,192.168.68.71,50357,104.18.19.119,443,6,Gaming,
474,192.168.68.71,49759,162.159.135.234,443,6,Chat,
475,192.168.68.71,49849,35.186.224.47,443,6,VoIP,
476,192.168.68.71,50438,23.209.46.84,443,6,Streaming,
477,192.168.68.71,50543,188.42.147.101,443,6,Gaming,
478,192.168.68.71,49835,162.247.241.2,443,6,Gaming,
479,192.168.68.71,49836,162.247.241.2,443,6,Gaming,
480,192.168.68.71,49848,162.247.241.2,443,6,Gaming,
481,192.168.68.71,49851,162.247.241.2,443,6,Gaming,
482,192.168.68.71,50544,188.42.147.101,443,6,Gaming,
483,192.168.68.71,50122,162.247.241.2,443,6,Gaming,
484,192.168.68.71,50545,188.42.147.101,443,6,Gaming,
485,192.168.68.71,50551,188.42.147.101,443,6,Gaming,
486,192.168.68.71,50554,104.74.50.201,443,6,VoIP,
487,192.168.68.71,50245,162.247.241.2,443,6,Gaming,
488,136.202.65.120,0,0.109.32.16,0,0,Gaming,
489,192.168.68.71,50558,188.42.147.101,443,6,Gaming,
490,192.168.68.71,49753,20.197.71.89,443,6,Streaming,
491,192.168.68.1,0,224.0.0.1,0,0,Chat,
492,192.168.68.71,50452,162.247.241.2,443,6,Gaming,
493,192.168.68.71,50559,188.42.147.101,443,6,Gaming,
494,192.168.68.52,0,239.255.255.250,0,0,Streaming,
495,192.168.68.71,50560,188.42.147.101,443,6,Gaming,
496,192.168.68.57,0,239.255.255.250,0,0,Email,
497,0.8.0.0,0,245.129.128.0,0,0,Gaming,
498,192.168.68.71,50561,188.42.147.101,443,6,Gaming,
499,192.168.68.71,44376,188.42.147.253,54012,17,Gaming,
500,192.168.68.1,32911,239.255.255.250,1900,17,Gaming,
501,8.6.0.1,0,8.0.6.4,0,0,Gaming,
502,192.168.68.71,50206,104.18.18.119,443,6,Chat,
503,192.168.68.71,50533,104.65.228.142,443,6,Streaming,
504,192.168.68.71,50562,188.42.147.101,443,6,Gaming,
505,192.168.68.65,5353,224.0.0.251,5353,17,Streaming,
506,192.168.68.71,50538,8.241.138.124,80,6,Gaming,
507,192.168.68.71,50566,188.42.147.101,443,6,Gaming,
508,192.168.68.71,50375,162.159.138.234,443,6,VoIP,
509,192.168.68.71,50201,104.18.24.250,443,6,Streaming,
510,192.168.68.71,49965,104.18.24.250,443,6,Streaming,
511,192.168.68.62,5353,224.0.0.251,5353,17,File Transfer,
512,136.202.91.240,0,0.60.0.1,0,0,File Transfer,
513,192.168.68.71,50442,104.16.56.40,443,6,Gaming,
514,192.168.68.71,50567,188.42.147.101,443,6,Gaming,
515,192.168.68.64,5353,224.0.0.251,5353,17,Gaming,
516,192.168.68.71,50228,104.18.11.21,8443,6,Gaming,
517,192.168.68.71,50316,188.42.147.158,443,6,Gaming,
518,172.65.217.212,5223,192.168.68.71,50097,6,Gaming,
519,192.168.68.71,50568,188.42.147.101,443,6,Gaming,
520,192.168.68.71,50357,104.18.19.119,443,6,Gaming,
521,192.168.68.71,49759,162.159.135.234,443,6,VoIP,
522,192.168.68.71,49849,35.186.224.47,443,6,VoIP,
523,192.168.68.71,0,224.0.0.22,0,0,Streaming,
524,192.168.68.71,5353,224.0.0.251,5353,17,Chat,
525,192.168.68.57,0,224.0.0.2,0,0,Streaming,
526,192.168.68.1,0,239.255.255.250,0,0,Gaming,
527,192.168.68.78,0,224.0.0.22,0,0,Streaming,
528,192.168.68.53,0,239.255.255.250,0,0,File Transfer,
529,192.168.68.71,50570,188.42.147.101,443,6,Gaming,
530,192.168.68.71,49835,162.247.241.2,443,6,Gaming,
531,192.168.68.71,49836,162.247.241.2,443,6,Gaming,
532,192.168.68.71,49848,162.247.241.2,443,6,Gaming,
533,192.168.68.71,49851,162.247.241.2,443,6,Gaming,
534,192.168.68.71,50571,188.42.147.101,443,6,Gaming,
535,192.168.68.71,50122,162.247.241.2,443,6,Gaming,
536,192.168.68.71,50572,188.42.147.101,443,6,Gaming,
537,192.168.68.71,50573,51.11.168.232,443,6,Streaming,
538,192.168.68.71,50574,51.11.168.232,443,6,VoIP,
540,192.168.68.71,50575,188.42.147.101,443,6,File Transfer,
541,192.168.68.71,49759,162.159.135.234,443,6,Chat,
542,192.168.68.71,50565,23.209.46.68,80,6,Gaming,
543,192.168.68.71,50245,162.247.241.2,443,6,Gaming,
544,192.168.68.71,50581,188.42.147.101,443,6,Gaming,
545,192.168.68.71,50582,188.42.147.101,443,6,Gaming,
546,192.168.68.1,0,224.0.0.1,0,0,Chat,
547,192.168.68.65,0,224.0.0.22,0,0,Streaming,
548,192.168.68.71,50438,23.209.46.84,443,6,Streaming,
549,192.168.68.71,50569,104.74.32.228,80,6,Streaming,
550,192.168.68.71,50208,104.18.18.119,443,6,Streaming,
551,192.168.68.71,50583,23.209.46.79,443,6,Streaming,
552,192.168.68.71,49753,20.197.71.89,443,6,Streaming,
553,192.168.68.53,0,224.0.0.252,0,0,Gaming,
554,192.168.68.71,50584,188.42.147.101,443,6,Gaming,
555,192.168.68.71,50452,162.247.241.2,443,6,Gaming,
556,192.168.68.57,0,239.255.255.250,0,0,Email,
557,192.168.68.71,50585,188.42.147.101,443,6,Gaming,
558,192.168.68.71,44376,188.42.147.253,54012,17,Gaming,
559,192.168.68.1,32911,239.255.255.250,1900,17,Gaming,
560,192.168.68.71,50206,104.18.18.119,443,6,Chat,
561,8.6.0.1,0,8.0.6.4,0,0,Chat,
562,0.8.0.0,0,245.129.128.0,0,0,Gaming,
563,192.168.68.72,0,224.0.0.22,0,0,Chat,
564,192.168.68.72,5353,224.0.0.251,5353,17,Gaming,
565,192.168.68.71,50586,188.42.147.101,443,6,Gaming,
566,192.168.68.65,5353,224.0.0.251,5353,17,Gaming,
567,192.168.68.71,50438,23.209.46.84,443,6,File Transfer,
568,23.209.46.84,443,192.168.68.71,50438,6,File Transfer,
569,192.168.68.71,50442,104.16.56.40,443,6,Streaming,
570,104.16.56.40,443,192.168.68.71,50442,6,Gaming,
571,192.168.68.71,50593,188.42.147.101,443,6,Gaming,
572,192.168.68.71,50533,104.65.228.142,443,6,Chat,
573,192.168.68.62,5353,224.0.0.251,5353,17,File Transfer,
574,136.202.91.240,0,0.60.0.1,0,0,File Transfer,
575,192.168.68.71,50375,162.159.138.234,443,6,VoIP,
576,136.202.65.120,0,0.109.32.16,0,0,Gaming,
577,192.168.68.71,50597,188.42.147.101,443,6,Gaming,
578,192.168.68.71,50357,104.18.19.119,443,6,Gaming,
579,192.168.68.71,50598,188.42.147.101,443,6,Gaming,
580,192.168.68.71,50201,104.18.24.250,443,6,Streaming,
581,192.168.68.71,49965,104.18.24.250,443,6,Streaming,
582,192.168.68.71,49849,35.186.224.47,443,6,VoIP,
583,172.65.217.212,5223,192.168.68.71,50097,6,Gaming,
584,192.168.68.71,50579,162.247.243.23,443,6,Gaming,
585,192.168.68.57,0,224.0.0.2,0,0,File Transfer,
586,192.168.68.1,0,239.255.255.250,0,0,Streaming,
587,192.168.68.71,0,224.0.0.22,0,0,Streaming,
588,192.168.68.78,0,224.0.0.22,0,0,Streaming,
589,192.168.68.71,50599,188.42.147.101,443,6,Gaming,
590,192.168.68.71,49835,162.247.241.2,443,6,Gaming,
591,192.168.68.71,49836,162.247.241.2,443,6,Gaming,
592,192.168.68.71,49848,162.247.241.2,443,6,Gaming,
593,192.168.68.71,49851,162.247.241.2,443,6,Gaming,
594,192.168.68.53,0,239.255.255.250,0,0,Streaming,
595,192.168.68.71,50600,188.42.147.101,443,6,Gaming,
596,192.168.68.52,0,239.255.255.250,0,0,Streaming,
597,192.168.68.71,50122,162.247.241.2,443,6,Gaming,
598,192.168.68.71,50601,188.42.147.101,443,6,Gaming,
599,192.168.68.71,50589,23.209.46.84,80,6,Email,
600,192.168.68.71,50602,188.42.147.101,443,6,Gaming,
601,192.168.68.71,50533,104.65.228.142,443,6,Chat,
602,104.65.228.142,443,192.168.68.71,50533,6,File Transfer,
603,192.168.68.71,50589,23.209.46.84,80,6,Gaming,
604,136.202.65.120,0,0.194.32.16,0,0,File Transfer,
605,192.168.68.71,50576,162.159.135.234,443,6,VoIP,
606,192.168.68.71,50245,162.247.241.2,443,6,Gaming,
607,192.168.68.71,50604,188.42.147.101,443,6,Gaming,
608,192.168.68.71,50228,104.18.11.21,8443,6,Gaming,
609,192.168.68.71,50316,188.42.147.158,443,6,Gaming,
610,192.168.68.71,50580,23.50.87.250,443,6,Streaming,
611,192.168.68.71,50580,23.50.87.250,443,6,Streaming,
612,192.168.68.71,50605,188.42.147.101,443,6,Gaming,
613,192.168.68.1,0,224.0.0.1,0,0,Chat,
614,192.168.68.71,50606,188.42.147.101,443,6,Gaming,
615,192.168.68.71,50452,162.247.241.2,443,6,Gaming,
616,192.168.68.72,49184,239.255.255.250,3702,17,Email,
617,192.168.68.57,0,239.255.255.250,0,0,Email,
618,192.168.68.71,50607,188.42.147.101,443,6,Gaming,
619,192.168.68.71,44376,188.42.147.253,54012,17,Gaming,
620,192.168.68.1,32911,239.255.255.250,1900,17,Gaming,
621,192.168.68.71,49753,20.197.71.89,443,6,Streaming,
622,192.168.68.71,50206,104.18.18.119,443,6,Chat,
623,8.6.0.1,0,8.0.6.4,0,0,Chat,
624,192.168.68.71,50608,188.42.147.101,443,6,Gaming,
625,0.8.0.0,0,245.129.128.0,0,0,Gaming,
626,192.168.68.71,50592,104.84.150.159,443,6,Gaming,
627,192.168.68.71,50612,188.42.147.101,443,6,Gaming,
628,192.168.68.71,50611,23.209.46.84,80,6,File Transfer,
629,192.168.68.65,5353,224.0.0.251,5353,17,Gaming,
630,192.168.68.71,50611,23.209.46.84,80,6,File Transfer,
631,192.168.68.71,50596,104.16.56.40,443,6,Chat,
632,192.168.68.62,5353,224.0.0.251,5353,17,File Transfer,
633,136.202.91.240,0,0.60.0.1,0,0,File Transfer,
634,192.168.68.71,50375,162.159.138.234,443,6,VoIP,
635,192.168.68.71,50613,188.42.147.101,443,6,Gaming,
636,192.168.68.71,50357,104.18.19.119,443,6,Gaming,
637,192.168.68.71,50614,188.42.147.101,443,6,Gaming,
638,192.168.68.71,49849,35.186.224.47,443,6,VoIP,
639,172.65.217.212,5223,192.168.68.71,50097,6,Gaming,
640,192.168.68.57,0,224.0.0.2,0,0,Streaming,
641,192.168.68.1,0,239.255.255.250,0,0,Gaming,
642,192.168.68.78,0,224.0.0.22,0,0,Streaming,
643,192.168.68.71,0,224.0.0.22,0,0,Streaming,
644,192.168.68.71,50617,188.42.147.101,443,6,Gaming,
645,192.168.68.71,49835,162.247.241.2,443,6,Gaming,
646,192.168.68.71,49836,162.247.241.2,443,6,Gaming,
647,192.168.68.71,49848,162.247.241.2,443,6,Gaming,
648,192.168.68.71,49851,162.247.241.2,443,6,Gaming,
649,192.168.68.71,50618,188.42.147.101,443,6,Gaming,
650,192.168.68.71,50122,162.247.241.2,443,6,Gaming,
651,192.168.68.71,50619,188.42.147.101,443,6,Gaming,
652,192.168.68.52,0,239.255.255.250,0,0,File Transfer,
653,192.168.68.53,0,239.255.255.250,0,0,Chat,
654,192.168.68.71,50620,188.42.147.101,443,6,Gaming,
655,192.168.68.71,50245,162.247.241.2,443,6,Gaming,
656,192.168.68.71,50201,104.18.24.250,443,6,Streaming,
657,136.202.65.120,0,0.109.32.16,0,0,Gaming,
658,192.168.68.71,50576,162.159.135.234,443,6,VoIP,
659,192.168.68.71,49965,104.18.24.250,443,6,Gaming,
660,192.168.68.71,50621,188.42.147.101,443,6,Gaming,
661,192.168.68.71,50622,52.168.117.170,443,6,VoIP,
662,192.168.68.71,50603,104.65.228.142,443,6,Streaming,
663,192.168.68.71,50626,188.42.147.101,443,6,Gaming,
664,192.168.68.71,50128,75.2.66.166,8181,17,Gaming,
665,192.168.68.71,51222,151.106.248.1,8181,17,Gaming,
666,192.168.68.71,51142,151.106.248.1,8181,17,Gaming,
667,192.168.68.71,64203,76.223.71.164,8181,17,Gaming,
668,192.168.68.71,64233,43.229.65.1,8181,17,Gaming,
669,188.42.147.101,443,192.168.68.71,50432,6,Chat,
670,103.1.138.206,80,192.168.68.71,50477,6,Chat,
671,192.168.68.71,51169,43.229.65.1,8181,17,Gaming,
672,192.168.68.71,55321,1.1.1.1,53,17,Chat,
673,192.168.68.71,52925,76.223.1.250,8181,17,File Transfer,
674,192.168.68.71,50092,151.106.248.1,8181,17,Chat,
675,8.241.138.126,80,192.168.68.71,50507,6,Email,
676,192.168.68.71,64936,76.223.72.224,8181,17,Gaming,
677,192.168.68.71,53484,151.106.248.1,8181,17,File Transfer,
678,188.42.147.101,443,192.168.68.71,50541,6,Chat,
679,192.168.68.71,50015,76.223.72.224,8181,17,Gaming,
680,192.168.68.71,64869,99.83.157.116,8181,17,Chat,
681,192.168.68.71,51165,13.248.193.101,8181,17,Chat,
682,192.168.68.71,50140,43.229.65.1,8181,17,Gaming,
683,192.168.68.72,56471,239.255.255.250,1900,17,Gaming,
684,192.168.68.71,50028,76.223.1.250,8181,17,Chat,
685,192.168.68.71,53050,43.229.65.1,8181,17,Gaming,
686,192.168.68.71,53450,151.106.248.1,8181,17,Gaming,
687,188.42.147.101,443,192.168.68.71,50443,6,Chat,
688,192.168.68.71,51243,99.83.187.195,8181,17,Gaming,
689,192.168.68.71,64819,99.83.157.116,8181,17,File Transfer,
690,192.168.68.71,64886,99.83.187.195,8181,17,Gaming,
691,192.168.68.71,64902,43.229.65.1,8181,17,Gaming,
692,192.168.68.71,61826,1.1.1.1,53,17,File Transfer,
693,103.1.138.205,80,192.168.68.71,50479,6,Chat,
694,188.42.147.101,443,192.168.68.71,50530,6,Chat,
695,192.168.68.1,60033,224.0.0.251,5353,17,Gaming,
696,192.168.68.71,64312,76.223.71.164,8181,17,Gaming,
697,192.168.68.72,64120,239.255.255.250,1900,17,Streaming,
698,192.168.68.71,53544,13.248.220.97,8181,17,Gaming,
699,192.168.68.71,52931,43.229.65.1,8181,17,Gaming,
700,192.168.68.71,50041,13.248.193.101,8181,17,Chat,
701,192.168.68.71,49990,13.248.197.71,8181,17,Gaming,
702,192.168.68.71,53012,99.83.157.116,8181,17,Chat,
703,192.168.68.71,60167,162.159.136.232,443,17,VoIP,
704,192.168.68.1,51168,224.0.0.251,5353,17,Gaming,
705,192.168.68.71,53045,99.83.136.104,8181,17,Gaming,
706,192.168.68.71,64920,151.106.248.1,8181,17,Gaming,
707,192.168.68.71,50122,162.247.241.2,443,6,Gaming,
708,192.168.68.71,64955,43.229.65.1,8181,17,Gaming,
709,188.42.147.101,443,192.168.68.71,50410,6,Chat,
710,188.42.147.101,443,192.168.68.71,50456,6,Chat,
711,192.168.68.71,64907,13.248.193.101,8181,17,File Transfer,
712,192.168.68.71,64208,75.2.49.107,8181,17,Gaming,
713,192.168.68.71,50088,99.83.187.195,8181,17,Gaming,
714,192.168.68.71,50023,151.106.248.1,8181,17,Chat,
715,192.168.68.71,64320,99.83.136.104,8181,17,Gaming,
716,192.168.68.71,50115,75.2.49.107,8181,17,Gaming,
717,192.168.68.71,62896,1.1.1.1,53,17,Chat,
718,192.168.68.71,56110,66.22.221.9,50008,17,VoIP,
719,192.168.68.1,53710,224.0.0.251,5353,17,Gaming,
720,192.168.68.71,64164,151.106.248.1,8181,17,Gaming,
721,192.168.68.1,59701,224.0.0.251,5353,17,Gaming,
722,192.168.68.71,64193,75.2.49.107,8181,17,Gaming,
723,192.168.68.1,48146,224.0.0.251,5353,17,Gaming,
724,192.168.68.71,52948,151.106.248.1,8181,17,Gaming,
725,192.168.71.249,40614,192.168.71.255,20002,17,Gaming,
726,192.168.68.71,50076,76.223.72.224,8181,17,Gaming,
727,192.168.68.71,53461,75.2.49.107,8181,17,Gaming,
728,192.168.68.71,64183,99.83.157.116,8181,17,Chat,
729,192.168.68.71,65126,1.1.1.1,53,17,Chat,
730,192.168.68.71,50031,43.229.65.1,8181,17,Gaming,
731,188.42.147.101,443,192.168.68.71,50467,6,Chat,
732,192.168.68.71,52889,1.1.1.1,53,17,File Transfer,
733,192.168.68.71,64937,75.2.66.166,8181,17,Gaming,
734,192.168.68.71,53447,76.223.1.250,8181,17,Chat,
735,192.168.68.71,50322,20.83.119.95,443,6,Chat,
736,192.168.68.71,51136,76.223.72.224,8181,17,Gaming,
737,192.168.68.71,51154,13.248.193.101,8181,17,Chat,
738,192.168.68.71,64947,76.223.72.224,8181,17,Gaming,
739,192.168.68.71,64905,43.229.65.1,8181,17,Gaming,
740,192.168.68.71,50105,76.223.71.142,8181,17,Gaming,
741,192.168.68.71,64874,151.106.248.1,8181,17,Gaming,
742,192.168.68.1,52528,192.168.71.255,20002,17,Gaming,
743,192.168.68.71,53503,13.248.205.128,8181,17,Gaming,
744,192.168.68.71,64315,13.248.197.71,8181,17,Gaming,
745,192.168.68.71,53036,151.106.248.1,8181,17,Gaming,
746,192.168.68.1,58761,224.0.0.251,5353,17,Gaming,
747,192.168.68.71,53496,99.83.187.195,8181,17,Gaming,
748,192.168.68.71,53543,76.223.72.224,8181,17,Gaming,
749,192.168.68.71,50082,151.106.248.1,8181,17,Chat,
750,192.168.68.71,64877,99.83.157.116,8181,17,Chat,
751,192.168.68.71,50101,151.106.248.1,8181,17,Gaming,
752,192.168.68.71,64250,99.83.157.116,8181,17,Chat,
753,192.168.68.71,64266,76.223.1.250,8181,17,Chat,
754,192.168.68.71,50043,99.83.157.116,8181,17,Chat,
755,192.168.68.71,64214,99.83.136.104,8181,17,Gaming,
756,192.168.68.71,64246,151.106.248.1,8181,17,Gaming,
757,52.196.193.224,443,192.168.68.71,50399,6,Chat,
758,192.168.68.71,64802,76.223.71.164,8181,17,Gaming,
759,192.168.68.71,52246,1.1.1.1,53,17,Chat,
760,192.168.68.71,50095,99.83.136.104,8181,17,Gaming,
761,192.168.68.71,51239,43.229.65.1,8181,17,Gaming,
762,192.168.68.71,53519,151.106.248.1,8181,17,Chat,
763,192.168.68.71,52619,66.22.221.9,50008,17,VoIP,
764,192.168.68.71,64176,76.223.1.250,8181,17,Chat,
765,192.168.68.71,50121,104.16.55.40,443,6,File Transfer,
766,192.168.68.71,64833,99.83.187.195,8181,17,Gaming,
767,192.168.68.71,50127,13.248.197.71,8181,17,Gaming,
768,188.42.147.101,443,192.168.68.71,50543,6,Chat,
769,192.168.68.71,53008,13.248.205.128,8181,17,Gaming,
770,192.168.68.71,49919,23.209.46.84,443,6,Chat,
771,192.168.68.71,50016,13.248.220.97,8181,17,Gaming,
772,192.168.68.71,52971,151.106.248.1,8181,17,Chat,
773,192.168.68.71,53507,151.106.248.1,8181,17,Chat,
774,192.168.68.1,35065,224.0.0.251,5353,17,Gaming,
775,192.168.68.71,53559,13.248.205.128,8181,17,Gaming,
776,192.168.68.71,64855,99.83.157.116,8181,17,File Transfer,
777,8.241.138.126,80,192.168.68.71,50500,6,Email,
778,192.168.68.71,50103,13.248.205.128,8181,17,Gaming,
779,192.168.68.71,64258,75.2.49.107,8181,17,Gaming,
780,192.168.68.71,64806,13.248.193.101,8181,17,Chat,
781,188.42.147.101,443,192.168.68.71,50532,6,Chat,
782,192.168.68.71,53482,75.2.69.178,8181,17,Chat,
783,192.168.68.1,42376,224.0.0.251,5353,17,Gaming,
784,8.241.138.126,80,192.168.68.71,50494,6,Email,
785,192.168.68.71,50027,75.2.69.178,8181,17,Chat,
786,192.168.68.71,64906,13.248.197.71,8181,17,Gaming,
787,192.168.68.71,50070,43.229.65.1,8181,17,Gaming,
788,192.168.68.71,51148,76.223.71.142,8181,17,Gaming,
789,192.168.68.71,64172,99.83.157.116,8181,17,Chat,
790,192.168.68.71,64821,99.83.136.104,8181,17,Gaming,
791,192.168.68.1,44442,224.0.0.251,5353,17,Gaming,
792,192.168.68.71,64263,76.223.1.250,8181,17,File Transfer,
793,23.209.46.68,80,192.168.68.71,50519,6,Chat,
794,192.168.68.71,52950,75.2.49.107,8181,17,Gaming,
795,192.168.68.71,63159,151.106.248.1,8181,17,Gaming,
796,192.168.68.71,55208,1.1.1.1,53,17,File Transfer,
797,192.168.68.71,51234,151.106.248.1,8181,17,File Transfer,
798,192.168.68.71,53053,43.229.65.1,8181,17,Gaming,
799,192.168.68.71,50069,151.106.248.1,8181,17,Gaming,
800,192.168.68.71,64926,13.248.220.97,8181,17,Gaming,
801,8.241.138.126,80,192.168.68.71,50476,6,Email,
802,192.168.68.71,53486,76.223.1.250,8181,17,Chat,
803,188.42.147.101,443,192.168.68.71,50567,6,Chat,
804,192.168.68.71,64864,99.83.187.195,8181,17,Gaming,
805,192.168.68.71,51195,75.2.69.178,8181,17,Chat,
806,192.168.68.71,52896,13.248.205.128,8181,17,Gaming,
807,192.168.68.71,53013,13.248.193.101,8181,17,Gaming,
808,192.168.68.71,64948,75.2.66.166,8181,17,Gaming,
809,192.168.68.71,50124,76.223.71.164,8181,17,Gaming,
810,192.168.68.71,53466,13.248.205.128,8181,17,Gaming,
811,192.168.68.1,0,239.255.255.250,0,0,Streaming,
812,192.168.68.71,49999,99.83.157.116,8181,17,Chat,
813,192.168.68.71,64240,99.83.187.195,8181,17,Gaming,
814,192.168.68.71,50008,151.106.248.1,8181,17,Gaming,
815,192.168.68.71,50133,75.2.66.166,8181,17,Gaming,
816,192.168.68.71,50465,20.24.125.47,443,6,Streaming,
817,192.168.68.71,53498,151.106.248.1,8181,17,Gaming,
818,192.168.68.71,52968,13.248.197.71,8181,17,Gaming,
819,192.168.68.71,50018,13.248.197.71,8181,17,Gaming,
820,188.42.147.101,443,192.168.68.71,50469,6,Chat,
821,192.168.68.71,51176,99.83.187.195,8181,17,Gaming,
822,192.168.68.71,50035,76.223.71.142,8181,17,Gaming,
823,192.168.68.71,64302,13.248.220.97,8181,17,Gaming,
824,192.168.68.71,53526,43.229.65.1,8181,17,Gaming,
825,192.168.68.71,51200,151.106.248.1,8181,17,File Transfer,
826,192.168.68.71,64234,75.2.69.178,8181,17,Chat,
827,192.168.68.71,52993,13.248.197.71,8181,17,Gaming,
828,192.168.68.71,64884,76.223.1.250,8181,17,File Transfer,
829,192.168.68.71,64822,75.2.66.166,8181,17,Gaming,
830,192.168.68.71,64245,76.223.71.142,8181,17,Gaming,
831,192.168.68.71,64790,1.1.1.1,53,17,Chat,
832,192.168.68.71,64222,43.229.65.1,8181,17,Gaming,
833,192.168.68.71,59813,162.159.61.3,443,17,Streaming,
834,192.168.68.71,53449,75.2.66.166,8181,17,Gaming,
835,192.168.68.71,64961,66.22.221.9,50008,17,VoIP,
836,192.168.68.71,52917,43.229.65.1,8181,17,Gaming,
837,192.168.68.71,64251,13.248.193.101,8181,17,Chat,
838,192.168.68.71,49197,1.1.1.1,53,17,Chat,
839,192.168.68.71,53010,99.83.187.195,8181,17,Gaming,
840,192.168.68.71,50026,99.83.157.116,8181,17,Gaming,
841,192.168.68.71,64803,151.106.248.1,8181,17,Chat,
842,192.168.68.71,52946,99.83.187.195,8181,17,Gaming,
843,192.168.68.71,52960,75.2.69.178,8181,17,File Transfer,
844,192.168.68.71,51187,13.248.193.101,8181,17,Chat,
845,192.168.68.71,64849,151.106.248.1,8181,17,Gaming,
846,192.168.68.71,53470,151.106.248.1,8181,17,Chat,
847,192.168.68.71,64917,76.223.72.224,8181,17,Gaming,
848,192.168.68.71,63816,162.159.138.232,443,17,Chat,
849,192.168.68.71,51153,99.83.187.195,8181,17,Gaming,
850,192.168.68.71,50100,13.248.220.97,8181,17,Gaming,
851,192.168.68.71,51269,75.2.49.107,8181,17,Gaming,
852,192.168.68.71,53471,75.2.69.178,8181,17,Chat,
853,192.168.68.71,53577,76.223.72.224,8181,17,Gaming,
854,192.168.68.71,53587,43.229.65.1,8181,17,Gaming,
855,192.168.68.71,50025,151.106.248.1,8181,17,Gaming,
856,188.42.147.101,443,192.168.68.71,50545,6,Chat,
857,192.168.68.71,51164,76.223.72.224,8181,17,Gaming,
858,192.168.68.71,52944,76.223.1.250,8181,17,File Transfer,
859,192.168.68.71,51156,151.106.248.1,8181,17,Chat,
860,192.168.68.71,53545,13.248.193.101,8181,17,File Transfer,
861,192.168.68.71,62841,1.1.1.1,53,17,Chat,
862,192.168.68.71,64830,99.83.157.116,8181,17,Chat,
863,192.168.68.71,64242,151.106.248.1,8181,17,Gaming,
864,192.168.68.71,51272,99.83.136.104,8181,17,Gaming,
865,192.168.68.71,64195,99.83.187.195,8181,17,Gaming,
866,20.189.173.3,443,192.168.68.71,50374,6,Chat,
867,104.18.18.119,443,192.168.68.71,50311,6,File Transfer,
868,188.42.147.101,443,192.168.68.71,50447,6,Chat,
869,192.168.68.71,51212,99.83.187.195,8181,17,Gaming,
870,192.168.68.71,52901,76.223.71.142,8181,17,Gaming,
871,192.168.68.71,64307,76.223.71.164,8181,17,Gaming,
872,192.168.68.53,52794,239.255.255.250,1900,17,Gaming,
873,192.168.68.71,64889,75.2.69.178,8181,17,Chat,
874,192.168.68.71,52966,13.248.193.101,8181,17,File Transfer,
875,8.241.138.126,80,192.168.68.71,50506,6,Email,
876,192.168.68.71,64160,76.223.72.224,8181,17,Gaming,
877,192.168.68.71,52247,66.22.221.9,50008,17,VoIP,
878,192.168.68.71,49996,76.223.71.164,8181,17,Gaming,
879,192.168.68.71,53161,224.0.0.252,5355,17,Email,
880,192.168.68.71,50201,104.18.24.250,443,6,Email,
881,192.168.68.71,50098,76.223.72.224,8181,17,Gaming,
882,188.42.147.101,443,192.168.68.71,50534,6,Chat,
883,192.168.68.71,52936,75.2.49.107,8181,17,Gaming,
884,192.168.68.71,53537,151.106.248.1,8181,17,File Transfer,
885,192.168.68.71,53029,75.2.69.178,8181,17,Chat,
886,192.168.68.71,63147,1.1.1.1,53,17,Chat,
887,192.168.68.71,51160,99.83.136.104,8181,17,Gaming,
888,162.247.243.23,443,192.168.68.71,50579,6,File Transfer,
889,192.168.68.71,64820,13.248.205.128,8181,17,Gaming,
890,188.42.147.101,443,192.168.68.71,50414,6,Chat,
891,192.168.68.71,53504,75.2.49.107,8181,17,Gaming,
892,188.42.147.101,443,192.168.68.71,50621,6,Chat,
893,192.168.68.71,53457,151.106.248.1,8181,17,File Transfer,
894,192.168.68.71,64152,1.1.1.1,53,17,Gaming,
895,192.168.68.71,51183,13.248.197.71,8181,17,Gaming,
896,192.168.68.71,51186,151.106.248.1,8181,17,Chat,
897,192.168.68.1,42925,224.0.0.251,5353,17,Gaming,
898,192.168.68.71,53025,43.229.65.1,8181,17,Gaming,
899,8.241.138.126,80,192.168.68.71,50484,6,Email,
900,192.168.68.71,50057,76.223.71.142,8181,17,Gaming,
901,192.168.68.71,49836,162.247.241.2,443,6,Gaming,
