,Source IP,Source Port,Destination IP,Destination Port,Protocol,Traffic Label,App Label
714,172.30.139.64,60390,172.30.8.8,53,17,Chat,
715,172.30.139.64,0,64.233.170.101,0,0,VoIP,
716,172.30.139.64,53037,172.30.8.8,53,17,Chat,
717,172.30.139.64,49404,64.233.170.101,443,6,Streaming,
718,52.98.65.18,443,172.30.139.64,60604,6,Chat,
719,52.123.160.13,443,172.30.139.64,49335,6,Chat,
720,172.30.139.64,55936,172.30.8.8,53,17,Chat,
721,172.30.139.64,55311,172.21.2.8,53,17,File Transfer,
722,172.30.139.64,53152,172.30.8.8,53,17,Chat,
723,35.186.224.25,443,172.30.139.64,49232,6,Chat,
724,13.33.88.75,443,172.30.139.64,65234,6,Chat,
725,13.33.88.75,443,172.30.139.64,49362,6,Chat,
726,172.30.139.64,51292,239.255.255.250,1900,17,Streaming,
727,172.30.139.64,65058,172.217.194.94,443,6,File Transfer,
728,172.30.139.64,61692,172.30.8.8,53,17,Chat,
729,13.33.88.8,443,172.30.139.64,65334,6,Chat,
730,172.30.139.64,0,13.83.65.43,0,0,File Transfer,
731,172.30.139.64,49919,40.99.10.18,443,6,File Transfer,
732,35.186.224.13,443,172.30.139.64,65335,6,Chat,
733,172.30.139.64,50484,172.30.8.8,53,17,Chat,
734,35.186.224.25,443,172.30.139.64,49717,6,Chat,
735,13.33.88.80,443,172.30.139.64,65530,6,Chat,
736,172.30.139.64,64305,172.30.8.8,53,17,Chat,
737,172.30.139.64,58218,172.30.8.8,53,17,Chat,
738,172.30.139.64,52058,172.30.8.8,53,17,Chat,
739,35.186.224.25,443,172.30.139.64,65476,6,Chat,
740,162.159.137.232,443,172.30.139.64,49380,6,Chat,
741,13.33.88.80,443,172.30.139.64,49881,6,Chat,
742,172.30.139.64,65266,40.99.10.50,443,6,VoIP,
743,172.30.139.64,57411,172.30.8.8,53,17,File Transfer,
744,35.186.224.25,443,172.30.139.64,65529,6,Chat,
745,13.33.88.80,443,172.30.139.64,49379,6,Chat,
746,172.30.139.64,61861,172.30.8.8,53,17,Chat,
747,172.30.139.64,49916,172.21.2.8,53,17,Gaming,
748,172.30.139.64,53029,239.255.255.250,1900,17,Streaming,
749,172.30.139.64,54191,172.30.8.8,53,17,Chat,
